Site,State/Territory,Counties Served,Population Served,Source,05/30/2026,05/23/2026,05/16/2026,05/09/2026,05/02/2026,04/25/2026,Date Updated,PathogenTarget
ID:232,Colorado,La Plata,23429,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:195,Colorado,"Arapahoe, Adams",268003,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:199,Colorado,Denver,709904,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:214,Colorado,Douglas,35000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:255,Colorado,San Miguel,15000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:246,Colorado,Otero,29643,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:229,Colorado,Garfield,16714,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:205,Colorado,Boulder,89383,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:203,Colorado,Arapahoe,247443,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:215,Colorado,Douglas,25000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:260,Colorado,Summit,35643,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:235,Colorado,Larimer,92126,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:201,Colorado,Alamosa,18364,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2364,Colorado,Adams,40071,State_Territory,-,-,No Data,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:249,Colorado,Pitkin,5500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:272,Connecticut,Fairfield,52268,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:270,Connecticut,Fairfield,45878,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:271,Connecticut,Fairfield,72914,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:268,Connecticut,Fairfield,140000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:278,Connecticut,New London,41000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:290,Delaware,Sussex,7000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:284,Delaware,Sussex,7000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:283,Delaware,New Castle,539000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:281,Delaware,New Castle,17145,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:287,Delaware,Sussex,4392,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:288,Delaware,Sussex,4050,State_Territory,-,-,+,-,-,+,"June 04, 2026 3:40 AM",Measles virus
ID:289,Delaware,Sussex,75000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:286,Delaware,Kent,130000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:300,District of Columbia,"Fairfax, Prince Georges, District Of Columbia, Loudoun, Montgomery, Arlington",1600000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:307,Florida,Leon,212065,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:313,Florida,Orange,277823,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:324,Florida,"Orange, Seminole",95000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:318,Florida,Pinellas,89847,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:312,Florida,Orange,80000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:304,Florida,Escambia,207000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:320,Florida,Pinellas,47790,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:308,Florida,Miami-Dade,829725,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:316,Florida,"Martin, Palm Beach",90000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:314,Florida,Orange,66690,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:315,Florida,Orange,463672,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:319,Florida,Pinellas,94218,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:309,Florida,Miami-Dade,776150,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,+,"June 04, 2026 3:40 AM",Measles virus
ID:338,Georgia,Fulton,190000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:341,Georgia,Fulton,70887,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:326,Georgia,"Cherokee, Fulton",12818,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:346,Georgia,"Muscogee, Chattahoochee",278000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:339,Georgia,Fulton,600000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:340,Georgia,Fulton,105160,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:337,Georgia,Fulton,189593,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:336,Georgia,Fulton,84486,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2188,Guam,Guam,64247,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2187,Guam,Guam,14535,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2186,Guam,Guam,70486,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:357,Hawaii,Hawaii,32604,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:362,Hawaii,Honolulu,19000,CDC_Verily,-,-,No Data,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:367,Hawaii,Maui,46800,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:368,Hawaii,Maui,50700,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:369,Hawaii,Maui,58900,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:358,Hawaii,Honolulu,101000,CDC_Verily,-,-,No Data,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:359,Hawaii,Honolulu,300000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:360,Hawaii,Honolulu,400000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:361,Hawaii,Honolulu,47000,CDC_Verily,-,-,No Data,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:375,Idaho,Bannock,74708,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:386,Idaho,Kootenai,50540,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2287,Idaho,Latah,25500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:372,Idaho,Ada,206629,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:370,Idaho,Ada,97237,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,+,"June 04, 2026 3:40 AM",Measles virus
ID:425,Illinois,Cook,77799,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:416,Illinois,Cook,125995,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:414,Illinois,Cook,23475,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:441,Illinois,Du Page,63000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:438,Illinois,Du Page,86000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:427,Illinois,Cook,29370,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:428,Illinois,Cook,467536,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:424,Illinois,Cook,83455,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:421,Illinois,Cook,721207,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:510,Indiana,Hamilton,86000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:505,Indiana,Clark,25000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:523,Indiana,Monroe,56090,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:529,Indiana,St Joseph,130000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:506,Indiana,Clark,25000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:541,Iowa,Wapello,25529,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:543,Iowa,"Dakota, Woodbury, Union",110000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:533,Iowa,Clinton,29300,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:536,Iowa,Johnson,23000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:540,Iowa,Muscatine,24400,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:535,Iowa,Johnson,75000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:539,Iowa,Marshall,27400,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:553,Kansas,Shawnee,40000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:557,Kansas,Wyandotte,15000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:552,Kansas,Saline,47000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:555,Kansas,Wyandotte,35000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:545,Kansas,Douglas,80000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:556,Kansas,Wyandotte,90000,WastewaterSCAN,-,-,-,+,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:554,Kansas,Shawnee,95000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:568,Kentucky,Jefferson,426007,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:639,Louisiana,Orleans,50591,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:698,Maine,Aroostook,5000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:709,Maine,Lincoln,2222,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:703,Maine,Cumberland,6000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:708,Maine,Knox,7000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:716,Maine,Sagadahoc,8700,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:712,Maine,Penobscot,40000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:710,Maine,Oxford,1500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:700,Maine,Cumberland,65000,WastewaterSCAN,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:722,Maine,York,20000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:702,Maine,Cumberland,8500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:694,Maine,Androscoggin,60000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:727,Maryland,Anne Arundel,91838,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2440,Maryland,Montgomery,5354,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:731,Maryland,Anne Arundel,78365,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2517,Maryland,Prince Georges,55848,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:726,Maryland,Anne Arundel,89319,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:728,Maryland,Anne Arundel,11802,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:736,Maryland,Saint Marys,55000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:729,Maryland,Anne Arundel,150078,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:730,Maryland,Anne Arundel,22660,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:737,Maryland,Washington,90000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2441,Maryland,Montgomery,208364,CDC_Verily,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:734,Maryland,Garrett,3000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:760,Massachusetts,Worcester,250000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:742,Massachusetts,"Suffolk, Middlesex, Worcester, Plymouth, Norfolk",2400000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:740,Massachusetts,Hampden,55000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:895,Michigan,Macomb,140000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:845,Michigan,Jackson,90000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:954,Michigan,Washtenaw,125000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:833,Michigan,Isabella,21690,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:886,Michigan,Kent,75000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:798,Michigan,Grand Traverse,30623,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1028,Minnesota,"Sherburne, Benton, Stearns",120000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1003,Minnesota,Goodhue,16000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:993,Minnesota,"Blue Earth, Nicollet",70000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1017,Minnesota,Olmsted,120000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1033,Mississippi,Jackson,19008,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1034,Mississippi,Jackson,34333,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1110,Missouri,"Platte, Clay",12855,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1081,Missouri,Jefferson,48000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1074,Missouri,"Johnson, Jackson, Cass",25000,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1057,Missouri,Clay,12000,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1055,Missouri,"Platte, Clay",76759,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1056,Missouri,"Platte, Clay",13940,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1075,Missouri,"Johnson, Jackson, Wyandotte",61250,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1066,Missouri,Greene,22818,State_Territory,-,-,No Data,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1073,Missouri,"Johnson, Jackson, Clay, Cass",25000,State_Territory,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1147,Montana,Lewis And Clark,37125,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1144,Montana,Hill,10000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1150,Montana,Silver Bow,35000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1146,Montana,Lewis And Clark,2273,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1162,Nebraska,Lancaster,100000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1164,Nebraska,Lancaster,200000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1181,Nevada,Washoe,350000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2470,Nevada,Clark,23500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2450,Nevada,Washoe,28000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2468,Nevada,Elko,20800,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1182,Nevada,Carson City,60000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1179,Nevada,Clark,1250000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2557,Nevada,Clark,15023,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2442,New Hampshire,Strafford,30000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1198,New Hampshire,Sullivan,6000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2695,New Hampshire,Rockingham,12500,CDC_Verily,-,No Data,No Data,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1183,New Hampshire,"Cumberland, Oxford, Belknap, Carroll",6500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1204,New Jersey,Cumberland,50000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1215,New Jersey,Monmouth,52672,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1206,New Jersey,"Essex, Hudson, Passaic, Union, Bergen",1500000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2637,New Jersey,Somerset,130000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2636,New Jersey,Monmouth,100000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1217,New Jersey,Monmouth,50000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1226,New Mexico,"Sandoval, Bernalillo",650000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1243,New Mexico,Santa Fe,87000,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1431,New York,Tompkins,90000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1378,New York,Oswego,30000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1469,North Carolina,"Forsyth, Guilford, Randolph, Davidson",116390,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1450,North Carolina,"Buncombe, Henderson",173000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1470,North Carolina,"Northampton, Halifax",14320,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1473,North Carolina,"Greene, Lenoir",25000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1451,North Carolina,Cabarrus,6898,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1484,North Carolina,New Hanover,67743,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1483,North Carolina,New Hanover,58361,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1491,North Carolina,Rowan,21000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1504,North Carolina,Watauga,26000,CDC_Verily,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1459,North Carolina,Cumberland,151589,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1495,North Carolina,"Swain, Jackson",10000,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1505,North Carolina,Wilson,49384,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1490,North Carolina,Rowan,32000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1486,North Carolina,"Durham, Orange",78141,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1457,North Carolina,Wake,75886,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1485,North Carolina,Onslow,41819,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1468,North Carolina,Guilford,135821,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1500,North Carolina,Wake,74331,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1492,North Carolina,Scotland,15527,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1460,North Carolina,"Pender, Duplin",10000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1472,North Carolina,Jackson,13296,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1452,North Carolina,Cabarrus,226400,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1463,North Carolina,Forsyth,92000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1678,Ohio,"Portage, Summit",365000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1622,Ohio,Mahoning,174000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1701,Oklahoma,Garfield,50350,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1738,Oregon,Linn,57785,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1722,Oregon,Coos,9975,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1736,Oregon,Lincoln,10400,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1716,Oregon,Benton,58856,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1740,Oregon,Marion,26273,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1735,Oregon,Lincoln,8865,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1729,Oregon,Jackson,21105,State_Territory,-,-,-,+,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1742,Oregon,Marion,10520,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1719,Oregon,"Clackamas, Washington",26597,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1732,Oregon,Klamath,20858,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
