Site,State/Territory,Counties Served,Population Served,Source,05/30/2026,05/23/2026,05/16/2026,05/09/2026,05/02/2026,04/25/2026,Date Updated,PathogenTarget
ID:1743,Oregon,Marion,10840,State_Territory,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:2243,Oregon,Tillamook,27748,State_Territory,-,No Data,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2521,Oregon,Deschutes,92850,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1751,Oregon,Wasco,15276,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1744,Oregon,"Multnomah, Washington",662235,State_Territory,-,-,-,-,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1747,Oregon,"Hood River, Umatilla",18775,State_Territory,-,No Data,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1731,Oregon,Josephine,37725,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1757,Oregon,Yamhill,34615,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1746,Oregon,Polk,16555,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1734,Oregon,Lane,235155,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1717,Oregon,Clackamas,14206,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1745,Oregon,"Multnomah, Clackamas, Washington",40000,State_Territory,-,-,-,-,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1726,Oregon,Douglas,30000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1733,Oregon,Lane,8925,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1741,Oregon,Marion,229000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1779,Pennsylvania,Franklin,67000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2680,Pennsylvania,Erie,4295,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1774,Pennsylvania,Cumberland,25000,State_Territory,-,-,+,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1791,Pennsylvania,Montgomery,30000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1776,Pennsylvania,Delaware,6800,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1787,Pennsylvania,Mercer,16000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1789,Pennsylvania,Monroe,4000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1790,Pennsylvania,Montgomery,13000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2664,Pennsylvania,Lancaster,125000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1773,Pennsylvania,Chester,10500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1761,Pennsylvania,Allegheny,7000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1781,Pennsylvania,Lackawanna,15700,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1785,Pennsylvania,Mckean,14194,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1760,Pennsylvania,Allegheny,900000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1777,Pennsylvania,Delaware,220000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1765,Pennsylvania,Allegheny,43482,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1786,Pennsylvania,"Mercer, Trumbull",19000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1767,Pennsylvania,"Northampton, Bucks",55000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1772,Pennsylvania,Chester,13500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1788,Pennsylvania,Monroe,25000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1780,Pennsylvania,Indiana,28809,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1768,Pennsylvania,"Butler, Allegheny",45000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1775,Pennsylvania,Dauphin,125000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2569,Pennsylvania,Luzerne,172000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2631,Pennsylvania,Montgomery,17000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1792,Pennsylvania,Montgomery,13000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1784,Pennsylvania,Lehigh,200000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1803,Pennsylvania,York,85000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1805,Rhode Island,Bristol,11500,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1804,Rhode Island,Bristol,21100,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2339,Rhode Island,"Worcester, Providence, Norfolk",43000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2232,Rhode Island,Washington,5000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1807,Rhode Island,Kent,30000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2248,South Carolina,"Berkeley, Dorchester, Charleston",140000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2286,South Carolina,Horry,38000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1825,South Carolina,Richland,60000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2632,South Carolina,"Greenville, Spartanburg",30000,State_Territory,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1816,South Carolina,Georgetown,12000,CDC_Verily,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2585,South Carolina,Anderson,22410,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1828,South Carolina,York,88000,State_Territory,-,-,-,-,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2206,South Carolina,Lancaster,10000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2595,South Carolina,Spartanburg,25000,State_Territory,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1820,South Carolina,Greenwood,48000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2583,South Carolina,Pickens,9000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2592,South Carolina,Orangeburg,11000,State_Territory,-,No Data,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1819,South Carolina,Greenwood,12000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2584,South Carolina,Anderson,30000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1817,South Carolina,Georgetown,30000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1829,South Dakota,Beadle,14000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1830,South Dakota,"Lincoln, Minnehaha",219000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1832,South Dakota,Yankton,20000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1838,Tennessee,Shelby,400000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1837,Tennessee,"Catoosa, Walker, Dade, Hamilton",400000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1849,Texas,Dallas,1000000,CDC_Verily,-,No Data,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2635,Texas,Travis,596153,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2275,Texas,Hardin,34000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1922,Texas,Wichita,90000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2445,Texas,Hays,80000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1921,Texas,Webb,140000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1908,Texas,Montgomery,65000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1919,Texas,Webb,120000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2325,Texas,Henderson,13503,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2281,Texas,Taylor,125000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1906,Texas,Mclennan,203344,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2274,Texas,Anderson,19372,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1847,Texas,Cooke,17300,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1905,Texas,Harris,8610,State_Territory,-,-,-,No Data,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1897,Texas,Harris,97918,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1898,Texas,"Fort Bend, Harris",20920,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1867,Texas,Galveston,115000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1871,Texas,Harris,70900,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2686,Texas,Denton,76500,State_Territory,-,-,No Data,No Data,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2608,Texas,Dallas,3000000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1859,Texas,"Kaufman, Collin, Dallas",370000,CDC_Verily,-,No Data,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1855,Texas,Dallas,270000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2386,Texas,Brazos,58250,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1881,Texas,Harris,124000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1894,Texas,Harris,293227,State_Territory,-,-,-,-,No Data,-,"June 04, 2026 3:40 AM",Measles virus
ID:1909,Texas,Montgomery,70000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1866,Texas,Galveston,15000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2276,Texas,Hays,18000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2410,Texas,Hidalgo,16782,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1913,Texas,Tarrant,1000000,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1868,Texas,Galveston,115000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1912,Texas,"Randall, Potter",60000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1858,Texas,Dallas,2600000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1917,Texas,Webb,30000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1869,Texas,Harris,551150,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1860,Texas,Denton,166774,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1848,Texas,Dallas,200000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1843,Texas,Andrews,13502,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1870,Texas,Harris,117968,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1911,Texas,"Randall, Potter",140000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1857,Texas,"Kaufman, Dallas",186000,"CDC_Verily, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1856,Texas,Dallas,630000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2685,Texas,Denton,105527,State_Territory,-,-,No Data,No Data,-,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2629,Texas,Travis,158974,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2278,Texas,Jefferson,112193,State_Territory,-,-,No Data,No Data,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1935,Utah,Salt Lake,515494,"State_Territory, WastewaterSCAN",-,-,-,-,+,-,"June 04, 2026 3:40 AM",Measles virus
ID:1950,Utah,Utah,102624,"State_Territory, WastewaterSCAN",-,-,-,-,-,+,"June 04, 2026 3:40 AM",Measles virus
ID:1965,Vermont,Chittenden,30000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1975,Vermont,Washington,10100,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1976,Vermont,Windsor,6000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1967,Vermont,Chittenden,25000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2350,Vermont,Addison,9000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1966,Vermont,Chittenden,16000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2022,Virginia,"Virginia Beach City, Norfolk City, Portsmouth City, Chesapeake City",192347,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1985,Virginia,"Prince William, Fairfax, Fauquier, Loudoun, Fairfax City, Manassas City, Manassas Park City",350000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2021,Virginia,"Hampton City, Newport News City, York, James City",141543,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1993,Virginia,"Martinsville City, Henry",63000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1994,Virginia,"Newport News City, York, New Kent, Williamsburg City, James City",69059,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2003,Virginia,"Harrisonburg City, Rockingham",81000,State_Territory,-,-,No Data,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2020,Virginia,"Hampton City, Newport News City, York",118497,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2016,Virginia,"Albemarle, Charlottesville City",118266,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2002,Virginia,"Radford, Montgomery, Pulaski",70000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1988,Virginia,Frederick,16563,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2014,Virginia,"Hampton City, Newport News City, York, Gloucester, Mathews, Poquoson City",99112,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1979,Virginia,Alleghany,4000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2030,Virginia,"Virginia Beach City, Chesapeake City",530848,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1982,Virginia,"Fairfax, Alexandria City, Arlington, Falls Church City",232965,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2006,Virginia,Stafford,44000,"State_Territory, WastewaterSCAN",-,+,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2005,Virginia,"Stafford, Prince William",100000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2023,Virginia,Norfolk City,78322,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1998,Virginia,Montgomery,52500,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2015,Virginia,"Fairfax, Alexandria City",300000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2000,Virginia,"Cumberland, Prince Edward",12390,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2025,Virginia,Petersburg City,33458,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:1978,Virginia,Alleghany,15000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2001,Virginia,"Prince William, Fairfax",165901,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2026,Virginia,"Henrico, Richmond City, Goochland",225000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2009,Virginia,Washington,7300,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1992,Virginia,Henrico,330000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:1986,Virginia,Franklin,5000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2019,Virginia,"Bedford City, Lynchburg City, Amherst, Bedford, Campbell",220000,State_Territory,-,-,-,No Data,No Data,No Data,"June 04, 2026 3:40 AM",Measles virus
ID:2061,Washington,Snohomish,10150,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2087,West Virginia,Ohio,100000,WastewaterSCAN,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2125,Wisconsin,Fond Du Lac,65000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2122,Wisconsin,Douglas,28000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2164,Wisconsin,Vernon,4400,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2162,Wisconsin,Sheboygan,70000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2104,Wisconsin,Ashland,8200,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2141,Wisconsin,"Milwaukee, Ozaukee",470007,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2131,Wisconsin,Juneau,4400,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2142,Wisconsin,"Milwaukee, Ozaukee, Racine, Waukesha, Washington",615934,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2133,Wisconsin,La Crosse,85000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2123,Wisconsin,Dunn,16000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2107,Wisconsin,Brown,43000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2174,Wisconsin,Waupaca,4500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2156,Wisconsin,Rock,63500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2177,Wisconsin,Winnebago,78300,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2157,Wisconsin,Saint Croix,19680,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2108,Wisconsin,"Kewaunee, Brown",189000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2146,Wisconsin,"Outagamie, Winnebago, Calumet",72810,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2172,Wisconsin,"Waukesha, Jefferson",22000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2171,Wisconsin,Waukesha,51000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2151,Wisconsin,"Saint Croix, Pierce",15900,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2112,Wisconsin,Columbia,11000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2129,Wisconsin,Jackson,5000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2113,Wisconsin,Dane,424000,"CDC_Verily, State_Territory",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2127,Wisconsin,Green,11000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2119,Wisconsin,Dane,10757,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2175,Wisconsin,Waupaca,8000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2154,Wisconsin,Racine,139000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2111,Wisconsin,Columbia,3100,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2132,Wisconsin,Kenosha,122000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2159,Wisconsin,Sauk,13000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2207,Wisconsin,Grant,4264,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2167,Wisconsin,Walworth,30000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2138,Wisconsin,Marathon,44000,"State_Territory, WastewaterSCAN",-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2139,Wisconsin,Marinette,11000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2152,Wisconsin,Portage,27000,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2178,Wisconsin,"Marathon, Wood",19300,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2135,Wisconsin,Manitowoc,34500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2140,Wisconsin,Marinette,3500,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2124,Wisconsin,"Chippewa, Eau Claire",77714,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2130,Wisconsin,"Dodge, Jefferson",23660,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2134,Wisconsin,Lincoln,9700,State_Territory,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus
ID:2184,Wyoming,Teton,13000,CDC_Verily,-,-,-,-,-,-,"June 04, 2026 3:40 AM",Measles virus